"","sub","label","sulcal_depth_mm","hemi"
"297",101915,"prcus_a",12.1121306000359,"lh"
"298",102008,"prcus_a",11.8274289167256,"lh"
"299",102311,"prcus_a",12.3599529189697,"lh"
"300",102513,"prcus_a",13.0680536778372,"lh"
"301",102816,"prcus_a",7.6002575657924,"lh"
"302",103111,"prcus_a",11.5520817906963,"lh"
"303",103414,"prcus_a",11.8620773000248,"lh"
"304",103515,"prcus_a",14.1872234448751,"lh"
"305",103818,"prcus_a",10.3089055910921,"lh"
"306",104416,"prcus_a",8.52104338644493,"lh"
"307",104820,"prcus_a",9.64236215363744,"lh"
"308",105014,"prcus_a",12.7872080527975,"lh"
"309",105115,"prcus_a",13.246983801298,"lh"
"310",105216,"prcus_a",14.2752186775854,"lh"
"311",105620,"prcus_a",14.0181353179475,"lh"
"312",106016,"prcus_a",6.30799461551818,"lh"
"313",106319,"prcus_a",7.73561239545461,"lh"
"314",106521,"prcus_a",8.18400702019998,"lh"
"315",107018,"prcus_a",8.30442628515971,"lh"
"316",107220,"prcus_a",11.7502848040422,"lh"
"317",107321,"prcus_a",10.0270599635686,"lh"
"318",107422,"prcus_a",14.6191966138025,"lh"
"319",107725,"prcus_a",2.61041986321515,"lh"
"320",108121,"prcus_a",3.13244792364117,"lh"
"321",108222,"prcus_a",10.2622909881785,"lh"
"322",108323,"prcus_a",11.0142544833364,"lh"
"323",108525,"prcus_a",11.4275261192511,"lh"
"324",108828,"prcus_a",5.50365498624663,"lh"
"325",109123,"prcus_a",4.84808610220656,"lh"
"326",109325,"prcus_a",9.68405831793386,"lh"
"327",109830,"prcus_a",12.4220372963983,"lh"
"328",110007,"prcus_a",11.5370658124927,"lh"
"329",110411,"prcus_a",1.76175692314277,"lh"
"330",110613,"prcus_a",16.8805033532127,"lh"
"331",112920,"prcus_a",7.13757852864081,"lh"
"332",114924,"prcus_a",0.633717257998431,"lh"
"333",120111,"prcus_a",7.95252478376887,"lh"
"334",128127,"prcus_a",8.67630424524591,"lh"
"335",133928,"prcus_a",4.78095401234166,"lh"
"336",144125,"prcus_a",9.35955583990877,"lh"
"337",146937,"prcus_a",16.6456251406894,"lh"
"338",151425,"prcus_a",14.175634685599,"lh"
"339",151829,"prcus_a",8.73402317399677,"lh"
"340",164939,"prcus_a",10.0253692563536,"lh"
"341",168240,"prcus_a",10.5136582818634,"lh"
"342",176744,"prcus_a",13.0675004857201,"lh"
"343",180937,"prcus_a",9.42900255256955,"lh"
"344",185947,"prcus_a",8.58266314826184,"lh"
"345",214019,"prcus_a",9.31568727069016,"lh"
"346",268749,"prcus_a",6.47223999775198,"lh"
"347",365343,"prcus_a",7.00563946388277,"lh"
"348",380036,"prcus_a",11.3409133189944,"lh"
"349",517239,"prcus_a",11.7227678862509,"lh"
"350",522434,"prcus_a",9.39855237235351,"lh"
"351",531536,"prcus_a",12.9712436946105,"lh"
"352",566454,"prcus_a",2.57270569026253,"lh"
"353",585256,"prcus_a",10.0771473984615,"lh"
"354",622236,"prcus_a",10.9058678070765,"lh"
"355",644044,"prcus_a",5.40959726215823,"lh"
"356",679770,"prcus_a",12.0392299343632,"lh"
"357",687163,"prcus_a",10.3897975838076,"lh"
"358",867468,"prcus_a",12.1568156198301,"lh"
"359",910241,"prcus_a",10.7598029318086,"lh"
"360",959574,"prcus_a",4.88535495216025,"lh"
"361",100206,"prculs_d",16.754813567389,"lh"
"362",100307,"prculs_d",13.3718559442605,"lh"
"363",100408,"prculs_d",14.0758064867273,"lh"
"364",100610,"prculs_d",12.5156128335652,"lh"
"365",101006,"prculs_d",16.2084994409666,"lh"
"366",101107,"prculs_d",15.2484314322945,"lh"
"367",101309,"prculs_d",17.898096448883,"lh"
"368",101410,"prculs_d",17.5180020829532,"lh"
"369",101915,"prculs_d",14.7947045825595,"lh"
"370",102008,"prculs_d",13.1271627067714,"lh"
"371",102311,"prculs_d",13.1627848119492,"lh"
