,sub,hemi,label,vertices,total_surface_area_(mm^2),total_gray_matter_volume_(mm^3),cortical_thickness_mean,cortical_thickness_std,rectified_mean_curvature,rectified_Gaussian_curvature,folding_index,intrinsic_curvature_index,sulcal_depth_mean,sulcal_depth_max,sulcal_depth_mean_pct,cortical_thickness_mean_pct
0,nc26,rh,parietal,32430.0,22144.0,48337.0,2.106,0.771,0.1,0.019,203.0,24.2,0.056605029851198196,1.9485682249069214,0.029049549251794815,0.4211878776550293
0,nc26,rh,cingulate,4309.0,3035.0,6663.0,2.349,0.898,0.12,0.018,41.0,3.0,0.07551397383213043,1.2740838527679443,0.03875356912612915,0.4697670638561249
0,nc26,rh,insula,2392.0,1606.0,4656.0,2.725,1.027,0.084,0.016,11.0,1.7,0.6877357363700867,1.746508240699768,0.35294416546821594,0.5450717210769653
0,nc26,rh,cortex,111342.0,77152.0,195699.0,2.334,0.919,0.099,0.018,699.0,83.3,-0.012801608070731163,1.9485682249069214,-0.0065697492100298405,0.46671292185783386
0,nc27,lh,frontal,42104.0,28203.0,84800.0,2.729,1.092,0.092,0.018,221.0,30.9,-0.009593605063855648,1.8440638780593872,-0.004998698830604553,0.5458939671516418
0,nc27,lh,occipital,16762.0,11168.0,19600.0,1.776,0.563,0.101,0.018,118.0,12.2,-0.2069956511259079,1.7524713277816772,-0.10785406082868576,0.3551560044288635
0,nc27,lh,parietal,32069.0,21783.0,43597.0,2.01,0.717,0.095,0.016,168.0,20.7,0.03556087985634804,1.9192198514938354,0.01852882094681263,0.40196534991264343
0,nc27,lh,cingulate,5822.0,4141.0,9674.0,2.322,0.797,0.113,0.023,53.0,4.9,0.19403252005577087,1.4356296062469482,0.10109966993331909,0.46443966031074524
0,nc27,lh,insula,2798.0,1848.0,5786.0,2.975,0.924,0.089,0.025,30.0,2.4,0.6729128360748291,1.6302767992019653,0.3506178855895996,0.5950071811676025
0,nc27,lh,cortex,122416.0,82621.0,206393.0,2.333,0.986,0.096,0.019,754.0,91.1,-0.006881065666675568,1.9192198514938354,-0.0035853448789566755,0.4666082561016083
0,nc27,rh,frontal,42705.0,28278.0,86264.0,2.723,1.034,0.092,0.018,217.0,30.2,-0.0014321801718324423,1.758287787437439,-0.0007939801434986293,0.5445530414581299
0,nc27,rh,occipital,15892.0,10636.0,19849.0,1.866,0.679,0.105,0.02,119.0,13.1,-0.2016603797674179,1.5576636791229248,-0.11179794371128082,0.3732997477054596
0,nc27,rh,parietal,31862.0,21872.0,44989.0,2.049,0.729,0.1,0.018,183.0,21.9,0.014596840366721153,1.8037933111190796,0.008092299103736877,0.40974390506744385
0,nc27,rh,cingulate,4857.0,3340.0,7526.0,2.349,0.9,0.104,0.02,41.0,3.5,0.2048233598470688,1.4694005250930786,0.11355145275592804,0.46973732113838196
0,nc27,rh,insula,2731.0,1793.0,5566.0,2.932,1.046,0.091,0.023,18.0,2.1,0.6633331775665283,1.5942860841751099,0.36774349212646484,0.586432933807373
