"","sub","hemi","label","X","vertices","total_surface_area_.mm.2.","total_gray_matter_volume_.mm.3.","cortical_thickness_mean","cortical_thickness_std","rectified_mean_curvature","rectified_Gaussian_curvature","folding_index","intrinsic_curvature_index","sulcal_depth_mean","sulcal_depth_max","sulcal_depth_mean_pct","cortical_thickness_mean_pct","sulcal_depth_mm"
"321","nc26","lh","mcgs_sb",0,77,53,91,1.639,0.467,0.032,0.003,0,0,-0.151740744709969,0.224940925836563,-0.0802985206246376,0.32770162820816,10.8205384153325
"322","nc26","rh","mcgs_db",0,622,423,576,1.447,0.522,0.09,0.011,3,0.3,0.40012663602829,1.160888671875,0.205343917012215,0.289303004741669,11.2110843856099
"323","nc26","rh","mcgs_mb",0,577,397,664,1.914,0.808,0.092,0.013,3,0.2,0.351586550474167,1.30392587184906,0.180433288216591,0.382788062095642,12.701564157232
"324","nc26","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","nc27","lh","mcgs_db",0,466,318,443,1.545,0.442,0.088,0.01,2,0.1,0.364525467157364,1.22913157939911,0.189934208989143,0.309009075164795,15.4312088729391
"326","nc27","lh","mcgs_mb",0,726,486,600,1.43,0.423,0.075,0.008,2,0.3,0.807377398014069,1.43562960624695,0.420680016279221,0.286015421152115,16.5565055637403
"327","nc27","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","nc27","rh","mcgs_db",0,193,136,253,1.972,0.674,0.063,0.005,0,0,0.286282330751419,0.857574164867401,0.15871125459671,0.394444763660431,12.5552307405514
"329","nc27","rh","mcgs_mb",0,1147,734,937,1.463,0.38,0.066,0.008,3,0.4,0.687850594520569,1.46940052509308,0.381335586309433,0.292590945959091,15.9082359859938
"330","nc27","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","nc28","lh","mcgs_db",0,247,164,279,1.783,0.565,0.082,0.009,1,0,0.00429846905171871,0.648337185382843,0.00217291014268994,0.356539636850357,14.9477322659445
"332","nc28","lh","mcgs_mb",0,1170,789,1020,1.397,0.479,0.066,0.008,3,0.3,0.700137436389923,1.63795721530914,0.353925228118896,0.27946525812149,19.8058658331922
"333","nc28","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","nc28","rh","mcgs_db",0,299,211,320,1.684,0.558,0.073,0.008,1,0.1,0.0957893580198288,0.757722556591034,0.0497819185256958,0.336780101060867,13.2303196172558
"335","nc28","rh","mcgs_mb",0,1021,688,913,1.468,0.586,0.073,0.009,3,0.3,0.769774794578552,1.55271005630493,0.400053471326828,0.293699979782104,16.0258560809773
"336","nc28","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","nc29","lh","mcgs_db",0,175,131,204,1.715,0.363,0.078,0.009,0,0.1,0.362952470779419,0.942355871200562,0.190882980823517,0.343077093362808,10.2751463652482
"338","nc29","lh","mcgs_mb",0,887,617,896,1.731,0.631,0.08,0.011,4,0.3,0.697392642498016,1.54756343364716,0.366770923137665,0.346297651529312,15.7078148324641
"339","nc29","lh","mcgs_sb",0,169,116,258,2.169,0.785,0.058,0.008,0,0,0.160591036081314,0.783462345600128,0.0844576135277748,0.43370109796524,8.43097754190725
"340","nc29","rh","mcgs_db",0,157,109,208,1.975,0.539,0.072,0.017,1,0,0.0956331640481949,0.771649241447449,0.048660583794117,0.394976586103439,11.2924047474874
"341","nc29","rh","mcgs_mb",0,996,659,738,1.252,0.362,0.072,0.008,3,0.3,0.684148132801056,1.62599635124207,0.348111987113953,0.250337094068527,15.6249931459482
"342","nc29","rh","mcgs_sb",0,110,72,103,1.344,0.299,0.032,0.002,0,0,-0.150717705488205,0.256501972675323,-0.0766890123486519,0.268787831068039,8.21292122342992
"343","nc30","lh","mcgs_db",0,250,181,419,2.619,0.514,0.09,0.009,1,0.1,0.367625951766968,1.07802736759186,0.199098348617554,0.523864686489105,14.6307253713491
"344","nc30","lh","mcgs_mb",0,929,633,1203,2.211,0.847,0.072,0.01,2,0.4,0.741465747356415,1.51282370090485,0.401561945676804,0.442251354455948,17.113103509483
"345","nc30","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","nc30","rh","mcgs_db",0,467,314,581,2.047,0.535,0.081,0.013,2,0.2,0.255804896354675,1.09076714515686,0.129408463835716,0.40945291519165,14.7324711519123
"347","nc30","rh","mcgs_mb",0,591,381,492,1.43,0.355,0.077,0.009,2,0.2,0.659345209598541,1.43451046943665,0.333554446697235,0.28591325879097,13.4409415518434
"348","nc30","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"349","nc31","lh","mcgs_db",0,301,213,392,2.066,0.581,0.081,0.008,1,0.1,0.455572485923767,1.17153835296631,0.243187561631203,0.413137704133987,11.3797621321092
"350","nc31","lh","mcgs_mb",0,825,551,771,1.628,0.573,0.077,0.01,3,0.3,0.685684502124786,1.43316173553467,0.366022884845734,0.32569944858551,16.2938632506854
"351","nc31","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","nc31","rh","mcgs_db",0,194,131,216,1.741,0.411,0.067,0.006,0,0.1,-0.0516884997487068,0.597568690776825,-0.0287427809089422,0.348232597112656,11.9877030713781
"353","nc31","rh","mcgs_mb",0,1010,673,809,1.306,0.408,0.068,0.01,3,0.3,0.80899840593338,1.53076577186584,0.449865251779556,0.261136740446091,15.3907817630252
"354","nc31","rh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","nc32","lh","mcgs_db",0,172,118,219,1.876,0.393,0.06,0.006,0,0,0.147075846791267,0.712492108345032,0.073594830930233,0.375141769647598,11.1917926376459
"356","nc32","lh","mcgs_mb",0,941,621,767,1.439,0.634,0.073,0.01,3,0.4,0.615764975547791,1.52921330928802,0.308120787143707,0.287816643714905,14.9655620916419
"357","nc32","lh","mcgs_sb",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","nc32","rh","mcgs_db",0,225,158,244,1.545,0.335,0.046,0.004,0,0,0.106900878250599,0.68192332983017,0.0551162660121918,0.309047162532806,12.8414611390325
"359","nc32","rh","mcgs_mb",0,939,630,820,1.42,0.344,0.073,0.01,3,0.3,0.662636518478394,1.40599501132965,0.341643989086151,0.284080177545547,16.2395299210851
"360","nc32","rh","mcgs_sb",0,125,84,185,1.846,0.575,0.069,0.021,0,0,0.292703688144684,0.67445570230484,0.150913000106812,0.369180798530579,8.16206749132084
